Scheme,NAV
SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1060.5896
SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),1073.2945
SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1122.5407
SBI Liquid Fund - REGULAR PLAN -Growth,3270.435
Sundaram Mutual Fund,
Sundaram Money Fund Direct Plan - Bonus,15.8684
Sundaram Money Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.1025
Sundaram Money Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),26.3814
Sundaram Money Fund Direct Plan - Growth,44.3412
Sundaram Money Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),10.78
Sundaram Money Fund Direct Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),40.3437
Sundaram Money Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.0692
Sundaram Money Fund Institutional Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.0953
Sundaram Money Fund Institutional Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),0
Sundaram Money Fund Institutional Plan - Growth,40.2955
Sundaram Money Fund Institutional Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),0
Sundaram Money Fund Institutional Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),0
Sundaram Money Fund Institutional Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),0
Sundaram Money Fund Regular Plan - Bonus,15.739
Sundaram Money Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.0953
Sundaram Money Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.1594
Sundaram Money Fund Regular Plan - Growth,44.0303
Sundaram Money Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),10.6368
Sundaram Money Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),40.106
Sundaram Money Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),10.0953
Sundaram Money Fund Retail Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.1449
Sundaram Money Fund Retail Plan - Growth,41.1487
Sundaram Money Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),10.281
Sundaram Money Fund Retail Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.5006
Sundaram Money Fund Retail Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),11.9997
Sundaram Money Fund Unclaimed Amount Plan - Unclaimed Dividend Less Than Three Years,13.1502
Sundaram Money Fund Unclaimed Amount Plan - Unclaimed Dividend More Than Three Years,10
Sundaram Money Fund Unclaimed Amount Plan - Unclaimed Redemption Less Than Three Years,13.1604
Sundaram Money Fund Unclaimed Amount Plan - Unclaimed Redemption More Than Three Years,10
Sundaram Money Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.0446
Tata Mutual Fund,
Tata Liquid Fund -Regular Plan - Growth Option,3291.5805
Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option,1001.5187
Tata Liquid Fund- Direct Plan-Growth Option,3317.3449
Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option,1001.5157
Taurus Mutual Fund,
Taurus Liquid Fund-Dividend,1013.9743
Taurus Liquid Fund-Growth,2368.5909
Trust Mutual Fund,
TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal,1016.0688
TRUSTMF Liquid Fund-Direct Plan-Growth,1019.2612
TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal,1009.1742
TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal,1010.7956
TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal,1015.0186
TRUSTMF Liquid Fund-Regular Plan-Growth,1018.361
TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal,1008.3476
TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal,1006.5403
Union Mutual Fund,
Union Liquid Fund - Daily IDCW Option,1000.7927
Union Liquid Fund - Direct Plan - Daily IDCW Option,1000.7927
Union Liquid Fund - Direct Plan - Fortnightly IDCW Option,1001.6966
Union Liquid Fund - Direct Plan - Growth Option,2025.107
Union Liquid Fund - Direct Plan - Monthly IDCW Option,1003.322
Union Liquid Fund - Direct Plan - Weekly IDCW Option,1001.3241
Union Liquid Fund - Fortnightly IDCW Option,1001.672
Union Liquid Fund - Growth Option,2007.6764
Union Liquid Fund - Monthly IDCW Option,1003.2462
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,1000
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,1166.8182
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,1000
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,1166.5303
Union Liquid Fund - Weekly IDCW Option,1001.5088
UTI Mutual Fund,
UTI Liquid Cash Plan - Direct Plan - Annual IDCW,1514.4762
UTI Liquid Cash Plan - Direct Plan - Daily IDCW (Reinvestment),1029.6247
UTI Liquid Cash Plan - Direct Plan - Flexi IDCW,1247.3907
UTI Liquid Cash Plan - Direct Plan - Fortnightly IDCW,1156.1562
UTI Liquid Cash Plan - Direct Plan - Half-Yearly IDCW,1183.0063
UTI Liquid Cash Plan - Direct Plan - Monthly IDCW,1031.7598
UTI Liquid Cash Plan - Direct Plan - Quarterly IDCW,1430.3191
UTI Liquid Cash Plan - Direct Plan - Weekly IDCW,1069.3644
UTI Liquid Cash Plan - Regular Plan - Annual IDCW,1509.7113
UTI Liquid Cash Plan - Regular Plan - Daily IDCW (Reinvestment),1067.8298
UTI Liquid Cash Plan - Regular Plan - Flexi IDCW,1244.2717
UTI Liquid Cash Plan - Regular Plan - Fortnightly IDCW,1155.3006
UTI Liquid Cash Plan - Regular Plan - Half-Yearly IDCW,1051.0623
UTI Liquid Cash Plan - Regular Plan - Monthly IDCW,1031.9701
UTI Liquid Cash Plan - Regular Plan - Quarterly IDCW,1425.5006
UTI Liquid Cash Plan - Regular Plan - Weekly IDCW,1053.3213
UTI-Liquid Cash Plan - Direct Plan - Growth Option,3443.6566
UTI-Liquid Cash Plan - Regular Plan - Growth Option,3423.8398
UTI-Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,1109.558
UTI-Liquid Cash Plan- Discontinued - Regular Plan -Growth,3155.1017
UTI-Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,1133.6738
YES Mutual Fund,
YES Liquid Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.9539
YES Liquid Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.8354
YES Liquid Fund- Direct plan-Growth Option,1133.406
YES Liquid Fund- Direct plan-MonthlyPayout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.4192
YES Liquid Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.8414
YES Liquid Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1000.9411
YES Liquid Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1003.8274
YES Liquid Fund- Regular plan-Growth Option,1130.8448
YES Liquid Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.9139
YES Liquid Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1001.8268
Open Ended Schemes (Debt Scheme - Long Duration Fund),
ICICI Prudential Mutual Fund,
ICICI Prudential Long Term Bond Fund - Annual IDCW,10.4918
ICICI Prudential Long Term Bond Fund - Bonus,68.2598
ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,78.0236
ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW,11.9518
ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW,12.5434
ICICI Prudential Long Term Bond Fund - Growth,72.7041
ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,11.1982
ICICI Prudential Long Term Bond Fund - Quarterly IDCW,12.1991
ICICI Prudential Long Term Bond Fund Direct Plan - Annual IDCW,11.5524
ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend,11.7562
ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly,10.8508
ICICI Prudential Long Term Bond Fund-Institutional Option-Growth,73.5439
Nippon India Mutual Fund,
NIPPON INDIA NIVESH LAKSHYA FUND - ANNUAL IDCW Option,11.8875
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - ANNUAL IDCW Option,11.912
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - HALF YEARLY IDCW Option,11.8719
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - IDCW Option,14.2634
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - MONTHLY IDCW Option,11.7987
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - QUARTERLY IDCW Option,11.7634
NIPPON INDIA NIVESH LAKSHYA FUND - HALF YEARLY IDCW Option,11.86
NIPPON INDIA NIVESH LAKSHYA FUND - IDCW Option,14.1097
NIPPON INDIA NIVESH LAKSHYA FUND - MONTHLY IDCW Option,11.7833
NIPPON INDIA NIVESH LAKSHYA FUND - QUARTERLY IDCW Option,11.7387
Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option,14.2633
Nippon India Nivesh Lakshya Fund- Growth Option,14.1105
Open Ended Schemes (Debt Scheme - Low Duration Fund),
Aditya Birla Sun Life Mutual Fund,
Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,569.1432
Aditya Birla Sun Life Low Duration Fund - Growth Plan,528.9509
Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth,370.8777
Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW,100.4278
Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW,101.1077
Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW,100
Aditya Birla Sun Life Low Duration Fund -Institutional - weeklyIDCW,99.9054
Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW,100.3244
Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW,101.0389
Axis Mutual Fund,
Axis Treasury Advantage Fund - Direct Plan - Bonus Option,1847.5931
Axis Treasury Advantage Fund - Direct Plan - Daily IDCW,1012.4737
Axis Treasury Advantage Fund - Direct Plan - Growth Option,2551.6685
Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW,1012.3456
Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW,1011.6343
Axis Treasury Advantage Fund - Regular Plan - Daily IDCW,1013.2484
Axis Treasury Advantage Fund - Regular Plan - Growth Option,2462.8738
Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW,1012.1096
Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW,1011.6337
Axis Treasury Advantage Fund - Retail Plan - Daily IDCW,1012.4736
Axis Treasury Advantage Fund - Retail Plan - Growth Option,2309.0628
Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW,1012.1106
Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW,1011.6337
Baroda Mutual Fund,
Baroda Pioneer Treasury Advantage Fund - Plan B (Direct) - Bonus Option,1947.0463
Baroda Treasury Advantage Fund - Plan A - Bonus Option,1730.5
Baroda Treasury Advantage Fund - Plan B (Direct) - Daily IDCW Option,741.0487
Baroda Treasury Advantage Fund - Plan B (Direct) - Growth Option,1629.9844
Baroda Treasury Advantage Fund - Plan B (Direct) - Monthly IDCW Option,735.3682
Baroda Treasury Advantage Fund - Plan B (Direct) - Quarterly IDCW Option,767.3329
Baroda Treasury Advantage Fund - Plan B (Direct) - Weekly IDCW Option,734.5728
Baroda Treasury Advantage Fund- Plan A - Weekly IDCW- Segregated Portfolio- 1,0
Baroda Treasury Advantage Fund- Plan A- Daily IDCW Option,752.1915
Baroda Treasury Advantage Fund- Plan A- Daily IDCW- Segregated Portfolio -1,0
Baroda Treasury Advantage Fund- Plan A- Growth Option,1587.3115
Baroda Treasury Advantage Fund- Plan A- Monthly IDCW Option,730.5732
Baroda Treasury Advantage Fund- Plan A- Monthly IDCW- Segregated Portfolio- 1,0
Baroda Treasury Advantage Fund- Plan A- Quarterly IDCW Option,753.9628
Baroda Treasury Advantage Fund- Plan A- Quarterly IDCW- Segregated Portfolio- 1,0
Baroda Treasury Advantage Fund- Plan A- Weekly IDCW Option,729.8395
Baroda Treasury Advantage Fund- Plan B (Direct)- Daily IDCW- Segregated Portfolio-1,0
Baroda Treasury Advantage Fund- Plan B (Direct)- Monthly IDCW- Segregated Portfolio- 1,0
Baroda Treasury Advantage Fund- Plan B (Direct)- Quarterly IDCW- Segregated Portfolio- 1,0
Baroda Treasury Advantage Fund- Plan B (Direct)- Weekly IDCW- Segregated Portfolio -1,0
Baroda Treasury Advantage Fund- Regular Plan - Daily IDCW Option,734.5435
Baroda Treasury Advantage Fund- Regular Plan - Growth Option,1547.8847
Baroda Treasury Advantage Fund- Regular Plan - Monthly IDCW Option,730.4547
Baroda Treasury Advantage Fund- Regular Plan - Quarterly IDCW Option,1204.9392
Baroda Treasury Advantage Fund- Regular Plan - Weekly IDCW Option,728.5601
Baroda Treasury Advantage Fund- Regular Plan- Daily IDCW Option- Segregated Portfolio-1,0
Baroda Treasury Advantage Fund- Regular Plan- Growth Option- Segregated Portfolio-1,0
Baroda Treasury Advantage Fund- Regular Plan- Monthly IDCW Option- Segregated Portfolio-1,0
Baroda Treasury Advantage Fund- Regular Plan- Weekly IDCW Option- Segregated Portfolio-1,0
Baroda Treasury Advantage Fund-PLan A- Growth Option- Segregated Portfolio-1,0
Baroda Treasury Advantage Fund-Plan B (Direct)- Growth Option- Segregated Portfolio-1,0
BNP Paribas Mutual Fund,
BNP Paribas LOW DURATION Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,10.0835
BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option,34.6345
BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,10
BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,10.0141
BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION,10.0604
BNP PARIBAS LOW DURATION FUND GROWTH OPTION,32.4973
BNP PARIBAS LOW DURATION FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION,10.3269
BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,10.0132
BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment),10.0499
BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option,32.4329
BNP PARIBAS LOW DURATION Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal Option,10.4076
BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal Option,10.0137
Canara Robeco Mutual Fund,
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),10.26
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,34.3897
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),30.7758
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),10.2866
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),10.2639
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),10.26
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION,33.7991
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),30.2752
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),10.2851
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),10.2636
DSP Mutual Fund,
DSP Low Duration Fund - Direct Plan - Growth,16.2276
DSP Low Duration Fund - Direct Plan - IDCW - Daily,10.1268
DSP Low Duration Fund - Direct Plan - IDCW - Monthly,11.5894
DSP Low Duration Fund - Direct Plan - IDCW - Quarterly,10.6092
DSP Low Duration Fund - Direct Plan - IDCW - Weekly,10.1303
DSP Low Duration Fund - Regular Plan - Growth,15.891
DSP Low Duration Fund - Regular Plan - IDCW - Daily,10.1814
DSP Low Duration Fund - Regular Plan - IDCW - Monthly,10.4692
DSP Low Duration Fund - Regular Plan - IDCW - Quarterly,10.5847
DSP Low Duration Fund - Regular Plan - IDCW - Weekly,10.1299
Franklin Templeton Mutual Fund,
Franklin India Low Duration Fund - Direct - Growth,26.2333
Franklin India Low Duration Fund - Direct - Monthly - IDCW,12.1919
Franklin India Low Duration Fund - Direct - Quarterly - IDCW,11.9809
Franklin India Low Duration Fund - Growth Plan,25.5427
Franklin India Low Duration Fund - Monthly - IDCW,11.7777
Franklin India Low Duration Fund - Quarterly - IDCW,11.5675
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Plan,0
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,0
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Monthly Dividend Plan,0
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Plan,0
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Plan,0
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW,0
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW,0
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan,0
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,0
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW,0
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW,0
HDFC Mutual Fund,
HDFC Low DurationFund - Daily IDCW,10.1428
HDFC Low DurationFund - Direct Plan - Daily IDCW,10.0655
HDFC Low DurationFund - Direct Plan - Growth,49.1099
HDFC Low DurationFund - Direct Plan - Monthly IDCW,10.1671
HDFC Low DurationFund - Direct Plan - Weekly IDCW,10.0682
HDFC Low DurationFund - Growth,46.2827
HDFC Low DurationFund - Monthly IDCW,10.16
HDFC Low DurationFund - Weekly IDCW,10.0671
HDFC Low Duration Fund- Wholesale Daily Dividend,10.1574
HDFC Low Duration Fund- Wholesale Monthly Dividend,10.1856
HDFC Low Duration Fund- Wholesale Weekly Dividend,10.1734
HDFC Low Duration Fund- Wholesale- Growth,41.8371
HSBC Mutual Fund,
HSBC Low Duration Fund- Growth,16.5484
HSBC Low Duration Fund- Regular - Growth,23.7099
HSBC Low Duration Fund - Daily IDCW,10.0519
HSBC Low Duration Fund - Daily IDCW Direct Plan,10.0846
HSBC Low Duration Fund - Growth Direct,17.6822
HSBC Low Duration Fund - Inst.Plus - Daily IDCW,17.1524
HSBC Low Duration Fund - Monthly IDCW,10.1582
HSBC Low Duration Fund - Monthly IDCW Direct Plan,10.0277
HSBC Low Duration Fund - Regular - Daily IDCW,9.9347
HSBC Low Duration Fund - Regular - Weekly IDCW,9.9518
